User ID,User ID,Communication Frequency
364366053,535777543,1
319358149,416661913,1
211645184,23763927,1
33195508,41698175,1
121793495,130180723,1
109062890,256663196,1
150548711,6786622,1
243406444,26653018,1
19087450,794340,1
305836942,552489648,1
314853335,31610260,1
259791717,5237281,1
14848078,820585,1
261751598,629058328,1
15482156,19298785,1
22232799,51879102,1
1274141,24013920,1
14958919,38365731,1
15486687,22520883,1
173390083,29653467,1
141846277,69434030,1
17887666,316253393,1
135575282,22883726,1
18329344,8089992,1
14706547,19820887,1
107860423,26132497,1
204942252,289100379,1
15085830,555740499,1
25232512,6446772,1
150746171,25937606,1
19339113,66833639,1
305765428,627375575,1
1980271,922,1
160350133,24820063,1
145442067,16857622,1
305765428,305928339,1
14730862,44659497,1
119173901,125517599,1
12720772,16257372,1
7482,768632,1
20415350,22329227,1
129603929,49437246,1
12300362,15891430,1
19408073,26464779,1
30183027,46783289,1
289662584,39267537,1
144984757,150701570,1
36119928,770746382,1
16857622,29269428,1
13876782,58493053,1
162273742,20962674,1
12188,15617576,1
15478307,9644292,1
144325625,6834002,1
144325625,4628121,1
308223644,343237160,1
112838459,16907681,1
164532267,304777077,1
305765428,305955909,1
206768095,97033143,1
1980271,4558,1
26837589,344331205,1
418,792724,1
10040,61663,1
16308790,349795597,1
23314335,874221325,1
22449120,407066936,1
22883726,44178237,1
14397792,3751441,1
12041932,14753010,1
198281720,9510762,1
58370687,62264899,1
29568963,62180598,1
13172,19469341,1
174450940,20685890,1
20751811,29919163,1
33834859,37750660,1
1035191,7036002,1
188415757,253096382,1
19057587,44494220,1
14371398,17640788,1
17193840,20546473,1
16399949,7997312,1
14802206,8089992,1
16109631,9213492,1
558087629,591271958,1
319062396,365108987,1
493596203,721163797,1
15770911,17557102,1
14131834,15311223,1
190075513,257181150,1
238415003,62422605,1
418,7172432,1
27862792,30220466,1
10389362,150548711,1
33834859,6314312,1
236646248,36887519,1
100500394,13103562,1
31909238,51317274,1
12258842,36896509,1
14721665,72722761,1
318130162,412078634,1
278412011,29831065,1
1648351,30036683,1
389484596,57414136,1
2569261,308674565,1
6834002,82724308,1
1035191,1073471,1
352086629,91449842,1
50917373,6472982,1
300552369,422378968,1
14356359,46478943,1
305765428,634926699,1
16399949,6392972,1
1035191,14678993,1
193557895,86209360,1
176571192,550689190,1
427856928,521658139,1
32252038,42712551,1
17314478,71690032,1
198507183,768034969,1
241177889,31162209,1
6037632,794340,1
632503827,894443155,1
126118634,203196389,1
19040598,7997312,1
515908784,799605224,1
15411741,418,1
12238742,15411741,1
73737054,76770099,1
17212434,187092357,1
111980274,26336942,1
106237305,21789830,1
15311223,15755360,1
22337066,34686429,1
35245046,45031218,1
18369772,20116513,1
266764104,59115852,1
16675192,42601796,1
450962785,558163359,1
15252015,30968081,1
542971746,548887617,1
299975120,575733905,1
34117534,9150032,1
428033712,428397527,1
12716,14802206,1
305765428,305791056,1
12078212,60469411,1
15433790,7277042,1
21407747,21922046,1
115717145,6482112,1
26856102,28981567,1
15891430,22848758,1
18500786,48263,1
16164660,327600028,1
287521892,851816755,1
17564650,71441376,1
305765428,305859449,1
15403485,89246445,1
15672488,170815462,1
76186495,784871,1
211859090,265099674,1
511032255,80026642,1
18247274,44119449,1
20659079,540414143,1
114622143,22815918,1
11158842,17693443,1
152679614,262481151,1
21545970,95055628,1
14185058,15440411,1
305753405,305765428,1
13179552,14176901,1
19052150,20386865,1
20407990,6018562,1
33267768,34109390,1
22067924,300634159,1
176963382,385610182,1
21405513,791881746,1
19294115,35518659,1
45980941,47481246,1
159175360,204151486,1
130376522,49846164,1
14298904,29538094,1
258113996,47265449,1
11550572,14193192,1
103452571,223738721,1
26329944,761628,1
26499335,32783403,1
19720222,28035244,1
130633912,130982856,1
212062231,215098287,1
14033112,26254116,1
247153862,295294758,1
1045751,26030315,1
14558212,6980182,1
292561719,316202078,1
373015855,427464965,1
188981689,29339229,1
18726997,38985653,1
14428218,3369501,1
324111775,37759189,1
26132497,396135300,1
14304618,63234140,1
14594680,15237095,1
44936175,93967469,1
320341743,54437424,1
15585443,22015797,1
15694196,207871037,1
23370258,25982428,1
402748697,62593024,1
104539221,169566215,1
556167537,70970350,1
305765428,306011200,1
21405513,37060023,1
15753498,621393698,1
14110069,15697419,1
5777612,93997078,1
32454230,41585404,1
14392842,21835439,1
26002706,7460652,1
1233171,17368581,1
15356536,276852866,1
13822322,39909935,1
380301569,461634555,1
249371538,9626672,1
305765428,305907336,1
11969712,26051159,1
15137329,8002022,1
14648778,86227727,1
142950119,3686561,1
555413505,55582369,1
223564422,240842462,1
144325625,155579714,1
12250252,922,1
26053041,49654753,1
39554674,42717092,1
1238041,15311223,1
273433320,70839077,1
70122565,909005772,1
286689985,66456468,1
23509835,418953275,1
75473020,95964922,1
14768874,6267452,1
305765428,305859439,1
188999820,26260356,1
15391930,616342006,1
249371538,30393294,1
17904400,922,1
135575282,144325625,1
22718738,70873657,1
134269653,355270052,1
15852646,69352359,1
25710097,922,1
15963311,369873370,1
110814630,43947762,1
15091975,27790723,1
34327850,761163,1
22706313,393691633,1
49954809,6392972,1
310171149,49437246,1
10389362,15801123,1
531455790,6403332,1
21922046,34854576,1
11502562,867368696,1
169678109,316762344,1
221091496,794340,1
108408529,236106142,1
1777681,202418087,1
5866152,8634412,1
40794695,63711055,1
200244591,22538642,1
15850936,258113996,1
144325625,950531,1
15751437,15856882,1
13445052,81210734,1
29916026,40699355,1
16180823,474327539,1
15119155,3506231,1
273531400,92596052,1
23314335,84191380,1
116323925,2030631,1
31231122,34985836,1
14914744,38660572,1
22258324,50768811,1
15891430,17010390,1
353369118,357324686,1
374263889,574103578,1
15416112,9270952,1
14276382,14321720,1
539853639,73361427,1
14146231,27642003,1
12695,6018562,1
14146770,21129818,1
22883726,27083515,1
620057486,624953836,1
14397792,5730902,1
15670515,6719812,1
34109390,66839562,1
348276171,9926412,1
1064271,50099694,1
146941032,453752490,1
118996689,48048145,1
4187291,7460652,1
14803750,18919857,1
26491931,28028204,1
22883726,24690025,1
14321720,858939805,1
147758495,25239681,1
14558212,26909421,1
16049703,217085497,1
251337837,283628833,1
24432675,8067002,1
14270329,203348845,1
26442468,34380710,1
246068113,344459507,1
428619193,628939934,1
127023272,71475800,1
15811023,25749412,1
17026799,350373,1
250914688,84469509,1
145402730,7595002,1
12364322,96711247,1
33591879,56607088,1
17064721,867368696,1
123626078,15130183,1
15606271,5470422,1
305765428,305977558,1
219201410,80431181,1
226312074,29047615,1
18137636,44104668,1
16399949,3288371,1
26254116,50297021,1
121930507,235846186,1
16308790,19057587,1
154221292,236106142,1
113445194,346632163,1
1980271,54111431,1
18291042,794340,1
253610455,27719941,1
802853,927851,1
185249493,300348350,1
197101108,29916026,1
17670178,435983610,1
154221292,20685890,1
5777542,6298462,1
17228041,41486552,1
259003510,54437424,1
117214207,136038631,1
24126361,66451259,1
22239799,380945274,1
612960082,754208047,1
263270869,46308177,1
138938417,66516300,1
103919118,2643941,1
17971770,202634799,1
29269926,755779,1
254073178,37895043,1
100170955,19394562,1
105360827,18254355,1
1051731,425207597,1
164797537,286820756,1
22937896,2569261,1
15239579,73254800,1
133844410,24124582,1
363279971,54437424,1
116010087,56536197,1
15693261,7482,1
17174309,249156196,1
14848635,15322737,1
305765428,306028744,1
137036008,15574667,1
1260091,16399949,1
242539468,67669562,1
34762096,94752071,1
14193192,768632,1
16994667,74832132,1
2986,3751441,1
27934788,55636729,1
14079728,4923311,1
15522797,25376735,1
54342579,820585,1
15996527,38514190,1
24428264,391076643,1
15085830,73254800,1
174366985,42712551,1
15522959,29606815,1
15852646,22817417,1
290048462,426284294,1
16857622,22109345,1
346346134,425513164,1
15178957,20337759,1
