User ID,User ID,Communication Frequency
14703332,307682719,1
16399949,7910712,1
14783740,19354921,1
21825776,418,1
33292009,363099837,1
15639470,6331142,1
361346475,564236678,1
157199202,20962674,1
280695663,581289784,1
238423152,253682877,1
22449932,27000730,1
113223141,207779623,1
44905002,91449842,1
16306217,59576233,1
322356338,352761793,1
14444201,15456624,1
14308508,7997312,1
16282675,9858142,1
14130186,14284261,1
13745182,24993,1
20821709,6563932,1
104059536,18261719,1
124235925,52544275,1
21208255,261072567,1
24575229,277812362,1
22883726,8002022,1
366279944,60185316,1
14706547,418,1
194205781,84920670,1
13119142,313274672,1
26846533,6446772,1
418,44364283,1
15891430,26499335,1
6331142,79282944,1
217952889,7055912,1
29047615,81993602,1
11502562,14057925,1
13257682,190075513,1
418,9531532,1
19411788,47231863,1
19921037,31641451,1
18517573,331887121,1
300711314,552377275,1
21115691,9400782,1
15842272,44123267,1
455413128,580510092,1
198567904,249949641,1
17162311,34944596,1
14321720,145598084,1
113223141,11488522,1
18254355,21407747,1
14731243,44659497,1
103919118,26783343,1
305765428,306023097,1
179011169,54325538,1
15946987,180392003,1
238607109,27000730,1
323920472,44685793,1
2852911,7172432,1
19237920,22449120,1
274994220,288273120,1
17212434,24594836,1
177403918,26372233,1
7713122,782010,1
26051159,7595002,1
17244080,6037632,1
2254561,7482,1
39755905,41612757,1
14693751,63234140,1
314839041,949041,1
13484972,142950119,1
286463195,291504456,1
15554096,81414768,1
225940296,5570672,1
21714240,635703,1
17469984,5570672,1
471422866,801407323,1
231317619,32533774,1
6752712,9866582,1
252434174,29550931,1
17400243,299517821,1
41364490,9454652,1
284922450,54066850,1
176684327,42712551,1
366397670,54623331,1
6834002,816532,1
15964196,41763985,1
104208673,36823,1
49437246,5603482,1
29832399,464832458,1
28831069,76962778,1
30459611,65538155,1
385821933,74832132,1
319025847,57207476,1
108209720,34856765,1
14095242,23021940,1
14392842,6314312,1
31251873,62328022,1
23393262,9213492,1
124645060,86376182,1
15212466,19194631,1
31041235,515090806,1
142950119,247452852,1
15951184,21312307,1
22685685,46121156,1
19210782,9644292,1
21825776,278657185,1
29257902,311186149,1
59697065,7193972,1
14308508,16399949,1
1048651,21070251,1
14648778,438008415,1
21938655,431758471,1
289060364,76102463,1
342572302,572849489,1
249371538,60717976,1
16228175,44052038,1
19298785,80232930,1
83408061,98140293,1
21761673,27811258,1
227258387,96593786,1
149665633,370260763,1
17548224,21798491,1
254589295,6392972,1
38660572,395486172,1
15981370,31194736,1
19405821,356450528,1
14270329,210861152,1
15509447,20940614,1
213943894,297026988,1
305765428,306023154,1
117609972,32800235,1
14939015,21238828,1
334737311,50417214,1
128329068,16145806,1
16981003,7482,1
138141150,8241232,1
42712551,6446772,1
1648351,950531,1
18915328,19546942,1
17605589,19890580,1
453997009,78159078,1
158042019,52090934,1
118491811,262421310,1
19462418,20949406,1
314152336,757612484,1
20116513,23371988,1
24126361,267400764,1
159073628,27000730,1
108679694,7131232,1
305765428,305928343,1
18003437,205568660,1
16994667,21464366,1
153864832,23384204,1
61663,7482,1
132573703,19298785,1
104055400,610058125,1
1035191,5758,1
16467858,25376735,1
14973572,21359923,1
185030243,70122565,1
211387933,48503346,1
178351148,253329622,1
305765428,305928232,1
22315247,6001592,1
201864502,809962596,1
305765428,305886795,1
114375792,280142971,1
91781923,96593786,1
15252015,2852911,1
372128194,396728530,1
16309502,75668277,1
27153654,36769261,1
1274141,87468403,1
137036008,76773876,1
278817207,319062396,1
244702021,43260801,1
60381102,7595002,1
14239599,26216878,1
63129037,80010382,1
546378385,820585,1
17028262,8266412,1
25969456,572212047,1
409600445,86721588,1
115519552,26461487,1
198548786,205421519,1
24568095,6345742,1
111478173,393772729,1
148620663,27182053,1
170069178,29916026,1
44265678,51303,1
266682884,322578354,1
26403446,726253,1
17549521,80619457,1
14308508,8547662,1
23314335,296519525,1
14929640,16732171,1
122124890,17174309,1
11282572,8266412,1
406992983,631600250,1
16032506,37895043,1
17439778,31909238,1
129691347,19756890,1
426237774,73000498,1
297207321,536541538,1
1048651,879561,1
311445898,5866152,1
418,483389234,1
31498496,377359275,1
341841132,52544275,1
25030068,67451487,1
17981465,7772362,1
21405513,28031263,1
184597089,277301624,1
15119853,276068671,1
147797783,34638301,1
18461116,20164425,1
10006,15856882,1
139861717,35502248,1
124008687,17004113,1
29562655,86359331,1
25832836,5729612,1
1746361,5537792,1
1648351,18435176,1
14129766,24798256,1
15522959,9644292,1
291451447,36823,1
18902267,792349272,1
549207522,79282944,1
14159567,15751437,1
17256825,22885852,1
305765428,305949166,1
41522149,478006112,1
55055699,5777542,1
21067657,90889263,1
17329869,21451595,1
724166732,829607918,1
39144938,765516031,1
271650733,47497392,1
104553153,19817442,1
21312307,49954809,1
24993,61663,1
336276602,410335499,1
463301496,5504,1
33834859,803705,1
1648351,17010390,1
17212434,573091477,1
24526199,98557399,1
22122496,48263,1
167262834,22982446,1
219760774,278743057,1
2569261,258037735,1
12193402,392008108,1
305765428,305955980,1
15743098,165887305,1
187785224,43257532,1
16881442,32946154,1
190488649,259416945,1
25116981,58662357,1
105360827,33481601,1
305765428,305990844,1
14208500,696333,1
467990188,506531707,1
29058287,757683,1
184089175,68233814,1
1744821,8846962,1
305765428,636339090,1
1919221,22685685,1
36215355,38082391,1
14388929,7036002,1
23370258,56587551,1
17218135,22504049,1
238659017,31610260,1
14270329,49954809,1
17455195,91197217,1
27566888,386622617,1
17698429,408565064,1
18040825,408565064,1
14204194,51190261,1
22883726,8266412,1
40701745,50099694,1
200107800,9644292,1
15391930,7036002,1
10855182,8266412,1
134348963,48800984,1
21366392,60677711,1
23917971,35263596,1
19538935,20169896,1
334942223,64939829,1
10045092,15987997,1
244802420,24841511,1
222565429,34411635,1
28873962,6931722,1
201572290,26783343,1
22024282,23399482,1
199046201,361008536,1
1045751,16120265,1
18342439,269376416,1
25310548,582022057,1
16120265,19040598,1
212074162,36119928,1
12078212,42105812,1
271726939,29854824,1
305765428,636818389,1
109268923,151311585,1
149493095,43373383,1
120330585,299975120,1
14237763,22162536,1
10437802,135698547,1
147208708,35037038,1
146941032,79409179,1
34207698,76170441,1
100500394,17664893,1
12912,186089604,1
1274141,591573,1
21275834,358635847,1
17611773,18781212,1
22416654,23371988,1
306267587,72330116,1
3751441,9714412,1
24643679,96711247,1
26051159,285852027,1
228950336,34790712,1
10359022,11294452,1
30034065,894443155,1
19612870,33998488,1
207269492,26254116,1
158412624,34944596,1
14272273,44732398,1
19057138,494853222,1
225325891,31234198,1
13239192,9619112,1
17249839,401118744,1
24126361,795207,1
305765428,305852684,1
105301503,19724949,1
7828922,7830012,1
126078540,237447888,1
180887006,34273275,1
305765428,305914042,1
305765428,305914046,1
12321552,43755965,1
41454910,72429675,1
16863888,182968304,1
29765584,464832458,1
28212608,834410179,1
34475269,498551145,1
260983773,424517660,1
29269428,33776968,1
208295743,273221126,1
16399949,19785281,1
244709217,249340194,1
65682128,774300,1
15751437,3954581,1
14594844,321387464,1
268944886,305005427,1
18958840,68881735,1
263439227,46308177,1
17010390,6834002,1
158423374,96908026,1
29058287,7482,1
186115340,31641911,1
23055792,894443155,1
19358607,364615181,1
369106016,540440380,1
198567904,291858821,1
149009800,52259876,1
212582979,57770947,1
120216971,481542872,1
453631821,542971746,1
14185058,22883726,1
15590687,23507566,1
24780240,806448,1
154012144,7859402,1
28814728,427061850,1
17890513,42712551,1
21210666,25239676,1
16063953,25836211,1
260021840,6834002,1
20941681,418,1
21405513,92407735,1
163844873,263978318,1
14453391,51442400,1
236182550,81734687,1
305753399,305765428,1
14308508,19298785,1
24126361,360652622,1
2569261,384883298,1
16895879,38589370,1
14994922,34790712,1
23362892,29046622,1
109059855,549671590,1
20818197,8067002,1
180600588,434903120,1
10205602,9644292,1
135575282,374673775,1
20706804,233628544,1
244004488,841830384,1
15433790,34487567,1
17547646,55636729,1
117670810,15822397,1
305765428,305790997,1
15061970,26610196,1
16016059,36896509,1
16168719,97789047,1
358757359,503352265,1
308104300,83650249,1
6314312,95529797,1
112265780,333235713,1
20952545,26464779,1
396088455,47863999,1
22796958,56097286,1
40320565,475455368,1
291464635,386200703,1
116323925,158476411,1
14397792,2986,1
11799802,418,1
16219257,542752932,1
22656149,318932007,1
201572290,266393296,1
499371565,80725174,1
14397792,766566,1
104924567,17632540,1
28722591,42712551,1
20941681,7482,1
15387906,19500501,1
16144278,16981003,1
305765428,306028722,1
109069065,75473020,1
202428289,205392725,1
100500394,45806358,1
263439227,289057526,1
249514855,602443772,1
393841883,50041345,1
305765428,305845915,1
14397792,14543036,1
24852110,57628187,1
28812726,50905652,1
14200335,418,1
117836719,23520214,1
336063945,7277042,1
151921529,467917329,1
14046585,20194340,1
198285804,567588931,1
224728618,28813933,1
146138298,50001193,1
25166160,58132307,1
235130284,303017167,1
160350133,16441992,1
132681385,75115015,1
19546942,369860238,1
15207956,15665038,1
16257372,23393262,1
14111974,14131834,1
16132160,208295743,1
208295743,315252744,1
389684817,45979687,1
268443521,278283020,1
102531923,15737842,1
234039825,44934361,1
34158735,44504783,1
14320217,15693261,1
17423868,18334503,1
270292066,288946682,1
1746361,418,1
250914688,380652464,1
17469590,25777257,1
14227559,2569261,1
16020567,418,1
28812726,418,1
11661442,2852911,1
30717000,37729276,1
334988115,443327562,1
22883726,29805230,1
14304618,49437246,1
390342113,9644292,1
19469341,82010827,1
276535182,278579886,1
293634506,519201902,1
16322029,74086967,1
130027020,154065712,1
3369501,343197788,1
14270329,20940614,1
19259216,3032241,1
17214701,418,1
19380818,26499335,1
52382923,74211907,1
17212434,236106142,1
21275834,278057085,1
256045055,96502958,1
14346427,818666,1
7482,84191380,1
14552161,20087527,1
17457656,9260372,1
10634042,17214701,1
330596503,37060023,1
11309942,164313508,1
13017662,25381660,1
13175582,2062811,1
324521806,346600282,1
12078212,629058328,1
761628,768632,1
18643922,408565064,1
150930146,603806950,1
41364490,6446772,1
431249078,501963599,1
252434174,564898244,1
13175582,1648351,1
15659821,21071695,1
23583113,6637502,1
115516365,15967621,1
105299456,170046307,1
22232799,909005772,1
10040232,48062871,1
14648726,298543434,1
40693901,61329107,1
15606271,18574358,1
21534214,21839191,1
12078212,174844673,1
15237095,27343715,1
138040179,579054089,1
14594258,16732171,1
151138355,49879270,1
30036683,9836742,1
245541075,299442791,1
24760864,30282025,1
135629478,31470541,1
23331708,31201099,1
245976697,603972056,1
204828885,35813996,1
22588030,42712551,1
179968466,76688102,1
164463827,251411740,1
26226837,42716838,1
24841511,25247839,1
15100498,21867279,1
1805901,21177203,1
232872974,50736264,1
305765428,305811363,1
163625820,577720290,1
29544031,36779005,1
142389866,95282803,1
111441788,15964196,1
109175149,44464889,1
20600940,64495160,1
305765428,305907243,1
112604559,23370258,1
16399949,6631,1
15672488,18040825,1
117836719,180256265,1
19040598,43847317,1
18726478,418,1
12507792,14371398,1
22050531,615048125,1
23907978,95574250,1
16566799,201572290,1
305251027,515106364,1
64958784,65454106,1
258113996,317987681,1
18139767,4896891,1
15187243,787799,1
407817503,63580362,1
1364931,29765584,1
465292217,91838091,1
16689209,6351242,1
360262231,40794695,1
23973666,75059568,1
25030365,39267537,1
48749846,66521523,1
14371398,8089992,1
23030667,45636956,1
16824322,36823,1
432834056,54008791,1
1233171,18483169,1
33502574,34756628,1
16020567,820585,1
37266018,37741497,1
19604028,260879005,1
17212434,22883726,1
271726939,348681746,1
20507510,6563932,1
19648429,21075380,1
15801123,21071695,1
37759189,58680012,1
17174309,287751111,1
16415250,22883726,1
346083895,377819999,1
16195105,605929202,1
20138011,27487367,1
16098722,16807136,1
224071604,23631383,1
148517840,28644387,1
15574667,18674747,1
23996396,24014801,1
1035191,555740499,1
255118061,28263192,1
15951184,22883726,1
198621450,207779623,1
158633372,33513182,1
305765428,305765566,1
15759841,42972106,1
217833817,247479354,1
330596503,526545908,1
31792889,33643568,1
29091290,69388709,1
296948075,73800928,1
16486956,22328001,1
126367986,20886262,1
255091030,380646713,1
14848635,164168193,1
262905973,442472796,1
305765428,305797828,1
14159567,14397792,1
275081055,32783403,1
2029191,38974158,1
61663,6251822,1
195837314,595005502,1
117804245,29400963,1
286765113,33594900,1
17314478,377157865,1
1048651,336129990,1
19556286,86359331,1
36823,57444635,1
34522747,543478067,1
10454572,24643679,1
54437424,574103578,1
260571384,44147436,1
31162209,7613822,1
14794812,7261092,1
195904100,755241,1
29805230,37703356,1
190734355,57890794,1
22795060,25147663,1
19979351,6397742,1
23449384,38514190,1
18547908,19380818,1
131996072,31941925,1
14188436,22833365,1
18341945,40294625,1
24126361,243469195,1
20751811,243413224,1
33397930,75847828,1
278711515,584293831,1
305765428,305791141,1
14321720,2254561,1
25090960,41689469,1
18877193,23857378,1
11437162,45855062,1
14149199,207797779,1
42712551,75919005,1
20070905,56510266,1
22685685,25836211,1
259405011,83187808,1
14466465,5756552,1
18417843,247959197,1
2852911,686993,1
2233601,235436600,1
125922341,34515773,1
305251027,616158819,1
14389876,38514190,1
180887006,52196397,1
281832935,54249904,1
15074751,15195257,1
15456624,274875879,1
23314335,273769811,1
17284463,6133282,1
253578873,814122,1
150548711,23769620,1
305765428,305784447,1
271726939,35592436,1
14255731,19541177,1
305765428,305784449,1
14365001,8984352,1
113223141,45844838,1
14270329,41873814,1
11965122,17291034,1
14687012,23099025,1
157147709,83460703,1
173875355,40224741,1
165305876,73987740,1
20546473,24811021,1
152542052,481606583,1
231164887,88581115,1
17398974,431758471,1
18971873,22921568,1
